Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2550000,1.3099073,3.9247258,999,37.77079574,37.77079574,1
,,,,,,
2560000,1.3097795,3.854022,999,37.94529723,37.94529723,1
,,,,,,
2570000,1.3091781,3.9637513,999,40.54967574,40.54967574,1
,,,,,,
2580000,1.3089886,3.859137,999,34.30749664,34.30749664,1
,,,,,,
2590000,1.3079995,3.912361,999,38.62572059,38.62572059,1
,,,,,,
2600000,1.307479,3.9240406,999,40.48174543,40.48174543,1
,,,,,,
2610000,1.3073891,3.8888268,999,35.73483737,35.73483737,1
,,,,,,
2620000,1.3073252,3.838819,999,33.27348909,33.27348909,1
,,,,,,
2630000,1.3073823,3.9255996,999,35.25999156,35.25999156,1
,,,,,,
2640000,1.3074416,3.9232204,999,42.45256808,42.45256808,1
,,,,,,
2650000,1.3074445,3.8719306,999,40.43678696,40.43678696,1
,,,,,,
2660000,1.3074588,3.9223258,999,38.29438511,38.29438511,1
,,,,,,
2670000,1.3072631,3.9828484,999,39.00095419,39.00095419,1
,,,,,,
2680000,1.3067323,3.879177,999,39.48216532,39.48216532,1
,,,,,,
2690000,1.3066128,3.859077,999,37.58441659,37.58441659,1
,,,,,,
2700000,1.3060653,3.7524006,999,31.50508289,31.50508289,1
,,,,,,
2710000,1.306075,3.7819095,999,37.13647971,37.13647971,1
,,,,,,
2720000,1.3062421,3.7430186,999,35.28341501,35.28341501,1
,,,,,,
2730000,1.3062421,3.8211792,999,33.76426028,33.76426028,1
,,,,,,
2740000,1.3063245,3.904405,999,44.59979691,44.59979691,1
,,,,,,
2750000,1.306326,3.8635485,999,39.46770583,39.46770583,1
,,,,,,
2760000,1.3061048,3.854765,999,40.93035856,40.93035856,1
,,,,,,
2770000,1.306071,3.8702483,999,38.52125218,38.52125218,1
,,,,,,
2780000,1.3058097,3.9224763,999,43.59977749,43.59977749,1
,,,,,,
2790000,1.305733,3.8699825,999,42.7829161,42.7829161,1
,,,,,,
2800000,1.3050675,3.983001,999,40.94387036,40.94387036,1
,,,,,,
2810000,1.304745,3.9796567,999,42.76732948,42.76732948,1
,,,,,,
2820000,1.3043692,3.8891106,999,36.97725046,36.97725046,1
,,,,,,
2830000,1.3040715,3.947993,999,38.79990054,38.79990054,1
,,,,,,
2840000,1.3035513,3.9247975,999,39.42870587,39.42870587,1
,,,,,,
2850000,1.302953,3.8686817,999,31.01786925,31.01786925,1
,,,,,,
2860000,1.3025697,3.9934871,999,44.7322726,44.7322726,1
,,,,,,
2870000,1.3019464,3.9455957,999,38.51564981,38.51564981,1
,,,,,,
2880000,1.3017935,4.00682,999,42.61350752,42.61350752,1
,,,,,,
2890000,1.3013556,4.0082154,999,44.75544515,44.75544515,1
,,,,,,
2900000,1.3013295,3.974601,999,35.93089591,35.93089591,1
,,,,,,
2910000,1.3012124,3.9612477,999,39.6928401,39.6928401,1
,,,,,,
2920000,1.3012168,4.039738,999,41.2835223,41.2835223,1
,,,,,,
2930000,1.3012484,3.9649875,999,36.67365916,36.67365916,1
,,,,,,
2940000,1.3012484,4.035816,999,38.49332121,38.49332121,1
,,,,,,
2950000,1.3012182,4.000353,999,40.94355968,40.94355968,1
,,,,,,
2960000,1.3012143,3.9743133,999,36.20838625,36.20838625,1
,,,,,,
2970000,1.301042,4.071473,999,40.65200115,40.65200115,1
,,,,,,
2980000,1.3010179,4.03894,999,45.31913796,45.31913796,1
,,,,,,
2990000,1.2998533,4.05639,999,42.44442641,42.44442641,1
,,,,,,
3000000,1.299488,4.166067,999,47.56345286,47.56345286,1
,,,,,,
3010000,1.2990805,4.0578656,999,37.28106948,37.28106948,1
,,,,,,
3020000,1.2988808,4.0357475,999,37.17299501,37.17299501,1
,,,,,,
3030000,1.2984872,3.9141247,999,33.58935338,33.58935338,1
,,,,,,
3040000,1.2981999,4.0213046,999,38.39874418,38.39874418,1
,,,,,,
3050000,1.2978901,3.9270012,999,36.43918562,36.43918562,1
,,,,,,
3060000,1.2975314,3.940965,999,33.07090148,33.07090148,1
,,,,,,
3070000,1.2974252,3.934468,999,36.08957461,36.08957461,1
,,,,,,
3080000,1.297248,4.0240307,999,38.47198658,38.47198658,1
,,,,,,
3090000,1.2970723,3.9603105,999,37.42599414,37.42599414,1
,,,,,,
3100000,1.2965624,3.9379241,999,32.29479332,32.29479332,1
,,,,,,
3110000,1.2964324,3.8973606,999,37.33051841,37.33051841,1
,,,,,,
3120000,1.2958201,3.9150655,999,36.47946865,36.47946865,1
,,,,,,
3130000,1.2957783,3.9926476,999,37.48816577,37.48816577,1
,,,,,,
3140000,1.2952058,3.9552834,999,40.12738749,40.12738749,1
,,,,,,
3150000,1.2952058,4.068496,999,37.27303467,37.27303467,1
,,,,,,
3160000,1.2945119,4.02293,999,42.81986032,42.81986032,1
,,,,,,
3170000,1.2944852,3.7403884,999,31.8996053,31.8996053,1
,,,,,,
3180000,1.2938334,3.880661,999,42.71142548,42.71142548,1
,,,,,,
3190000,1.2937348,3.975191,999,35.46948431,35.46948431,1
,,,,,,
3200000,1.2932291,4.033893,999,43.94834084,43.94834084,1
,,,,,,
3210000,1.2930892,3.8571784,999,35.90168826,35.90168826,1
,,,,,,
3220000,1.2926342,3.9504204,999,33.76934794,33.76934794,1
,,,,,,
3230000,1.2923982,3.9861343,999,44.72314392,44.72314392,1
,,,,,,
3240000,1.292167,3.9785428,999,39.06767779,39.06767779,1
,,,,,,
3250000,1.2919977,3.9999833,999,44.14966877,44.14966877,1
,,,,,,
3260000,1.2920036,3.9964776,999,35.57216739,35.57216739,1
,,,,,,
3270000,1.2920105,4.0015445,999,40.46458709,40.46458709,1
,,,,,,
3280000,1.2918282,4.0117245,999,40.53825942,40.53825942,1
,,,,,,
3290000,1.2914952,4.0356116,999,38.48940228,38.48940228,1
,,,,,,
3300000,1.2914498,4.116212,999,44.7666616,44.7666616,1
,,,,,,
3310000,1.2913378,3.982306,999,44.58700552,44.58700552,1
,,,,,,
3320000,1.2912786,3.9367104,999,37.98980981,37.98980981,1
,,,,,,
3330000,1.2909456,3.9954543,999,39.35081235,39.35081235,1
,,,,,,
3340000,1.2909192,3.9972959,999,40.45661072,40.45661072,1
,,,,,,
3350000,1.2905636,4.0151715,999,40.17989173,40.17989173,1
,,,,,,
3360000,1.2905636,3.9750366,999,39.61672712,39.61672712,1
,,,,,,
3370000,1.2901351,4.07313,999,39.33522782,39.33522782,1
,,,,,,
3380000,1.290121,4.0615215,999,38.19109496,38.19109496,1
,,,,,,
3390000,1.2901549,4.0518823,999,42.75064257,42.75064257,1
,,,,,,
3400000,1.2901613,4.051148,999,45.69451832,45.69451832,1
,,,,,,
3410000,1.290148,4.0577836,999,39.45207055,39.45207055,1
,,,,,,
3420000,1.2901407,3.9737709,999,43.57141917,43.57141917,1
,,,,,,
3430000,1.2899804,3.9618917,999,37.24466829,37.24466829,1
,,,,,,
3440000,1.2899742,3.8514698,999,36.89022082,36.89022082,1
,,,,,,
3450000,1.2898245,4.0035086,999,35.5218894,35.5218894,1
,,,,,,
3460000,1.2897073,4.0615463,999,38.97688176,38.97688176,1
,,,,,,
3470000,1.2895796,4.1220913,999,50.5209871,50.5209871,1
,,,,,,
3480000,1.2894403,4.0581408,999,40.99375363,40.99375363,1
,,,,,,
3490000,1.2894278,4.111739,999,45.33554941,45.33554941,1
,,,,,,
3500000,1.2894065,4.072866,999,39.67236999,39.67236999,1
,,,,,,
3510000,1.2892992,4.0741663,999,45.85740674,45.85740674,1
,,,,,,
3520000,1.2890128,4.063973,999,40.08279459,40.08279459,1
,,,,,,
3530000,1.288923,4.072069,999,37.66016895,37.66016895,1
,,,,,,
3540000,1.2884991,3.9814079,999,38.70410717,38.70410717,1
,,,,,,
3550000,1.2884669,3.994819,999,33.96933877,33.96933877,1
,,,,,,
3560000,1.2880847,4.0203433,999,43.85900915,43.85900915,1
,,,,,,
3570000,1.2880847,4.05739,999,40.2430476,40.2430476,1
,,,,,,
3580000,1.2877269,4.1257453,999,45.49833968,45.49833968,1
,,,,,,
3590000,1.2877158,4.1371427,999,45.27885669,45.27885669,1
,,,,,,
3600000,1.2878981,4.095699,999,41.42401466,41.42401466,1
,,,,,,
3610000,1.2879269,4.19685,999,49.04855126,49.04855126,1
,,,,,,
3620000,1.287824,4.1857114,999,47.21061553,47.21061553,1
,,,,,,
3630000,1.2877914,4.188169,999,39.96931906,39.96931906,1
,,,,,,
3640000,1.2877438,4.076132,999,38.26284399,38.26284399,1
,,,,,,
3650000,1.28772,4.2424254,999,42.310841,42.310841,1
,,,,,,
3660000,1.2877278,4.1485124,999,39.73064675,39.73064675,1
,,,,,,
3670000,1.2877347,4.1920147,999,48.22988071,48.22988071,1
,,,,,,
3680000,1.2878244,4.09386,999,41.25210954,41.25210954,1
,,,,,,
3690000,1.2879226,4.1668706,999,35.2256592,35.2256592,1
,,,,,,
3700000,1.2877873,4.1051984,999,38.72402978,38.72402978,1
,,,,,,
3710000,1.2875588,4.1016,999,36.43695721,36.43695721,1
,,,,,,
3720000,1.287375,4.2193193,999,47.76098684,47.76098684,1
,,,,,,
3730000,1.286852,4.1785035,999,41.24258455,41.24258455,1
,,,,,,
3740000,1.2867762,4.143426,999,38.62784202,38.62784202,1
,,,,,,
3750000,1.2864258,4.2056813,999,44.30592737,44.30592737,1
,,,,,,
3760000,1.2864225,4.277776,999,46.25931534,46.25931534,1
,,,,,,
3770000,1.2863616,4.3083644,999,42.33262474,42.33262474,1
,,,,,,
3780000,1.2863616,4.25652,999,42.19215807,42.19215807,1
,,,,,,
3790000,1.2862746,4.183556,999,42.93672971,42.93672971,1
,,,,,,
3800000,1.2862713,4.2845464,999,38.22508365,38.22508365,1
,,,,,,
3810000,1.2859794,4.246358,999,44.5585528,44.5585528,1
,,,,,,
3820000,1.285937,4.21488,999,41.1898137,41.1898137,1
,,,,,,
3830000,1.2857819,4.0715566,999,34.65258655,34.65258655,1
,,,,,,
3840000,1.2857363,4.3082213,999,44.45075314,44.45075314,1
,,,,,,
3850000,1.2856414,4.2858276,999,46.02520412,46.02520412,1
,,,,,,
3860000,1.2855918,4.299616,999,41.46906848,41.46906848,1
,,,,,,
3870000,1.2853634,4.2355165,999,42.55891749,42.55891749,1
,,,,,,
3880000,1.2851988,4.3022094,999,42.73836152,42.73836152,1
,,,,,,
3890000,1.2850311,4.3303843,999,40.19682423,40.19682423,1
,,,,,,
3900000,1.2848356,4.3945894,999,45.80836293,45.80836293,1
,,,,,,
3910000,1.2848326,4.321561,999,48.52052194,48.52052194,1
,,,,,,
3920000,1.2848294,4.424845,999,44.38750364,44.38750364,1
,,,,,,
3930000,1.2848178,4.2972426,999,39.75088137,39.75088137,1
,,,,,,
3940000,1.2847868,4.2870317,999,44.86992383,44.86992383,1
,,,,,,
3950000,1.2847117,4.186736,999,36.47911558,36.47911558,1
,,,,,,
3960000,1.2843527,4.3370295,999,39.58929636,39.58929636,1
,,,,,,
3970000,1.2843487,4.346636,999,42.37008597,42.37008597,1
,,,,,,
3980000,1.2843169,4.267042,999,34.8476701,34.8476701,1
,,,,,,
3990000,1.2843169,4.4402356,999,44.75685096,44.75685096,1
,,,,,,
4000000,1.2842513,4.3310237,999,44.14252139,44.14252139,1
,,,,,,
4010000,1.2842476,4.3135476,999,40.92480383,40.92480383,1
,,,,,,
4020000,1.2840368,4.275865,999,41.62299464,41.62299464,1
,,,,,,
4030000,1.284004,4.358666,999,39.61243096,39.61243096,1
,,,,,,
4040000,1.2837092,4.0767674,999,34.69504811,34.69504811,1
,,,,,,
4050000,1.2836277,4.1769896,999,36.24332707,36.24332707,1
,,,,,,
4060000,1.2835636,4.29045,999,45.69729009,45.69729009,1
,,,,,,
4070000,1.2835342,4.3340774,999,42.40079096,42.40079096,1
,,,,,,
4080000,1.2836742,4.3244658,999,47.1150916,47.1150916,1
,,,,,,
4090000,1.2837822,4.375066,999,44.54142877,44.54142877,1
,,,,,,
4100000,1.2838279,4.325942,999,40.03697652,40.03697652,1
,,,,,,
4110000,1.2838776,4.3366504,999,41.75936167,41.75936167,1
,,,,,,
4120000,1.2837777,4.329732,999,43.73459738,43.73459738,1
,,,,,,
4130000,1.2836007,4.3961115,999,42.48300801,42.48300801,1
,,,,,,
4140000,1.2834705,4.317771,999,42.25335698,42.25335698,1
,,,,,,
4150000,1.2831342,4.316629,999,43.295661,43.295661,1
,,,,,,
4160000,1.2831317,4.2916145,999,43.38133672,43.38133672,1
,,,,,,
4170000,1.2831261,4.3075185,999,43.09996104,43.09996104,1
,,,,,,
4180000,1.2831354,4.2760763,999,44.04722926,44.04722926,1
,,,,,,
4190000,1.2832655,4.3440876,999,42.13716242,42.13716242,1
,,,,,,
4200000,1.2832654,4.241528,999,42.87011221,42.87011221,1
,,,,,,
4210000,1.2833986,4.345748,999,42.98967843,42.98967843,1
,,,,,,
4220000,1.2834027,4.335015,999,46.94981652,46.94981652,1
,,,,,,
4230000,1.2833388,4.274971,999,41.5635092,41.5635092,1
,,,,,,
4240000,1.2833272,4.3634276,999,43.70843043,43.70843043,1
,,,,,,
4250000,1.2831703,4.3566217,999,43.79465624,43.79465624,1
,,,,,,
4260000,1.2831227,4.4042525,999,37.73797148,37.73797148,1
,,,,,,
4270000,1.2829297,4.2073193,999,42.95583701,42.95583701,1
,,,,,,
4280000,1.2828331,4.3166294,999,42.96880688,42.96880688,1
,,,,,,
4290000,1.282747,4.3194275,999,42.92580239,42.92580239,1
,,,,,,
4300000,1.2826806,4.3136177,999,40.09203911,40.09203911,1
,,,,,,
4310000,1.2825352,4.198748,999,44.26519555,44.26519555,1
,,,,,,
4320000,1.2823746,4.40107,999,41.94692343,41.94692343,1
,,,,,,
4330000,1.282284,4.296214,999,42.89169031,42.89169031,1
,,,,,,
4340000,1.2821238,4.2488594,999,40.85661928,40.85661928,1
,,,,,,
4350000,1.28214,4.302837,999,37.12325999,37.12325999,1
,,,,,,
4360000,1.2821854,4.291968,999,47.96854379,47.96854379,1
,,,,,,
4370000,1.2821751,4.3917317,999,45.89891938,45.89891938,1
,,,,,,
4380000,1.282123,4.4108186,999,49.39094778,49.39094778,1
,,,,,,
4390000,1.2821058,4.396357,999,47.82499696,47.82499696,1
,,,,,,
4400000,1.2819005,4.37131,999,41.05750829,41.05750829,1
,,,,,,
4410000,1.2819005,4.415097,999,47.29521712,47.29521712,1
,,,,,,
4420000,1.2818619,4.35821,999,42.44569823,42.44569823,1
,,,,,,
4430000,1.2818623,4.3718705,999,43.9869694,43.9869694,1
,,,,,,
4440000,1.2818259,4.364368,999,44.02084703,44.02084703,1
,,,,,,
4450000,1.28182,4.347201,999,42.22643055,42.22643055,1
,,,,,,
4460000,1.281738,4.330476,999,40.0463609,40.0463609,1
,,,,,,
4470000,1.2817136,4.344668,999,43.01338866,43.01338866,1
,,,,,,
4480000,1.2818007,4.2710886,999,40.1865505,40.1865505,1
,,,,,,
4490000,1.281842,4.3442144,999,41.83572287,41.83572287,1
,,,,,,
4500000,1.2819022,4.417397,999,46.68462811,46.68462811,1
,,,,,,
4510000,1.2819474,4.32036,999,40.98024932,40.98024932,1
,,,,,,
4520000,1.2819973,4.325341,999,42.09634391,42.09634391,1
,,,,,,
4530000,1.2820531,4.475338,999,45.0064035,45.0064035,1
,,,,,,
4540000,1.2820356,4.436145,999,50.29130715,50.29130715,1
,,,,,,
4550000,1.282006,4.2808213,999,43.13232429,43.13232429,1
,,,,,,
4560000,1.28199,4.419985,999,47.13083749,47.13083749,1
,,,,,,
4570000,1.2819461,4.3861036,999,40.94881282,40.94881282,1
,,,,,,
4580000,1.2819575,4.3909063,999,40.44234757,40.44234757,1
,,,,,,
4590000,1.282016,4.3942585,999,42.06549701,42.06549701,1
,,,,,,
4600000,1.2820191,4.292249,999,41.63645042,41.63645042,1
,,,,,,
4610000,1.2820661,4.386867,999,42.85625834,42.85625834,1
,,,,,,
4620000,1.2820661,4.396434,999,46.92633395,46.92633395,1
,,,,,,
4630000,1.2820482,4.330522,999,47.11326787,47.11326787,1
,,,,,,
4640000,1.2820475,4.3874846,999,42.72810245,42.72810245,1
,,,,,,
4650000,1.2818925,4.2869825,999,44.59323316,44.59323316,1
,,,,,,
4660000,1.2818679,4.3402243,999,38.75695905,38.75695905,1
,,,,,,
4670000,1.2817395,4.3868184,999,46.30534983,46.30534983,1
,,,,,,
4680000,1.2816995,4.2730975,999,40.31315393,40.31315393,1
,,,,,,
4690000,1.281682,4.1242743,999,33.86511709,33.86511709,1
,,,,,,
4700000,1.2816736,4.391069,999,43.43262532,43.43262532,1
,,,,,,
4710000,1.2816577,4.3776474,999,46.45333214,46.45333214,1
,,,,,,
4720000,1.2816455,4.417098,999,46.33895531,46.33895531,1
,,,,,,
4730000,1.2816275,4.335887,999,45.0740644,45.0740644,1
,,,,,,
4740000,1.281606,4.430051,999,42.74117729,42.74117729,1
,,,,,,
4750000,1.2816007,4.4229174,999,47.85419475,47.85419475,1
,,,,,,
4760000,1.2815914,4.443326,999,43.84378526,43.84378526,1
,,,,,,
4770000,1.2815866,4.36952,999,41.61597954,41.61597954,1
,,,,,,
4780000,1.2815716,4.3235154,999,41.36228433,41.36228433,1
,,,,,,
4790000,1.2815666,4.283593,999,40.21744714,40.21744714,1
,,,,,,
4800000,1.2815425,4.4351096,999,44.2551483,44.2551483,1
,,,,,,
4810000,1.281539,4.4293075,999,47.38278148,47.38278148,1
,,,,,,
4820000,1.2814891,4.419345,999,46.02493951,46.02493951,1
,,,,,,
4830000,1.2814891,4.357567,999,45.02885342,45.02885342,1
,,,,,,
4840000,1.2814423,4.34884,999,41.74000514,41.74000514,1
,,,,,,
4850000,1.2814406,4.291964,999,37.28499391,37.28499391,1
,,,,,,
4860000,1.2814511,4.3992834,999,47.80132923,47.80132923,1
,,,,,,
4870000,1.2814529,4.385674,999,43.72837571,43.72837571,1
,,,,,,
4880000,1.281427,4.4050097,999,47.73494146,47.73494146,1
,,,,,,
4890000,1.2814195,4.4118257,999,41.87830596,41.87830596,1
,,,,,,
4900000,1.2813879,4.449106,999,44.00108734,44.00108734,1
,,,,,,
4910000,1.2813721,4.371217,999,46.91225281,46.91225281,1
,,,,,,
4920000,1.2813699,4.2705646,999,37.70436064,37.70436064,1
,,,,,,
4930000,1.2813684,4.2455444,999,38.85667519,38.85667519,1
,,,,,,
4940000,1.2813675,4.3777986,999,47.97970679,47.97970679,1
,,,,,,
4950000,1.2813665,4.3892035,999,42.56600774,42.56600774,1
,,,,,,
4960000,1.2813655,4.295528,999,43.86969763,43.86969763,1
,,,,,,
4970000,1.2813642,4.254725,999,38.10367787,38.10367787,1
,,,,,,
4980000,1.2813628,4.266654,999,41.13280275,41.13280275,1
,,,,,,
4990000,1.2813588,4.1689343,999,39.86064888,39.86064888,1
,,,,,,
5000000,1.281359,4.0847487,999,33.08434314,33.08434314,1
